key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF.files,X..,title2
rayyan-322867857,Preferred reporting items for systematic reviews and meta-analyses for abstracts: best practice for reporting abstracts of systematic reviews in Endodontology,2019,8,,INTERNATIONAL ENDODONTIC JOURNAL,0143-2885,52,8,1096-1107,"Nagendrababu, V. and Duncan, H. F. and Tsesis, I. and Sathorn, C. and Pulikkotil, S. J. and Dharmarajan, L. and Dummer, P. M. H.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","An abstract is a brief overview of a scientific, clinical or review manuscript as well as a stand-alone summary of a conference abstract. Scientists, clinician-scientists and clinicians rely on the summary information provided in the abstracts of systematic reviews to assist in subsequent clinical decision-making. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) for s checklist was developed to improve the quality, accuracy and completeness of abstracts associated with systematic reviews and meta-analyses. The PRISMA for s checklist provides a framework for authors to follow, which helps them provide in the abstract the key information from the systematic review that is required by stakeholders. The PRISMA for s checklist contains 12 items (title, objectives, eligibility criteria, information sources, risk of bias, included studies, synthesis of results, description of the effect, strength and limitations, interpretation, funding and systematic review registration) under six sections (title, background, methods, results, discussion, other). The current article highlights the relevance and importance of the items in the PRISMA for s checklist to the specialty of Endodontology, while offering explanations and specific examples to assist authors when writing abstracts for systematic reviews when reported in manuscripts or submitted to conferences. Strict adherence to the PRISMA for s checklist by authors, reviewers and journal editors will result in the consistent publication of high-quality abstracts within Endodontology.",,10.1111/iej.13118,abstracts; endodontics; meta-analyses; systematic review,NA,,NA,NA,preferred reporting items for systematic reviews and metaanalyses for abstracts best practice for reporting abstracts of systematic reviews in endodontology
rayyan-322867859,Semantic search extension based on Polish WordNet relations in business document exploration - PROCEEDINGS OF THE 1ST INTERNATIONAL CONFERENCE ON INTERNET OF THINGS AND MACHINE LEARNING (IML'17),2017,NA,,,,NA,NA,,"Potiopa, Piotr and Karwatowski, Michal and Duda, Jerzy and Sasor, Pawel and Wielgosz, Maciej and Muzykiewicz, Bartlomiej",,English,ASSOC COMPUTING MACHINERY,"1515 BROADWAY, NEW YORK, NY 10036-9998 USA","This paper addresses the problem of building a specialized semantic search engine for documents collected in small or medium-sized enterprises. It presents the results of a project that brought together computer scientists and entrepreneurs for the purpose of providing a common perspective regarding the implementation in company practice of a search engine based on the Polish version of WordNet semantic relations. The core functionality of the search engine module is provided along with a discussion on how to arrange semantic similarity structures so as to ensure the efficient generation of relevant search engine results. Some patterns and similarity coefficients for hyperonymy, hyponymy, holonymy and meronymy relations are presented and analyzed for the purpose of producing relationship structures. Finally, the architecture of the system that can be implemented in a company is outlined.","International Conference on Internet of Things and Machine Learning (IML), Liverpool John Moores Univ, Liverpool, ENGLAND, OCT 17-18, 2017",10.1145/3109761.3158401,NLP; Information Retrieval; Semantic Similarity; WordNet; Semantic Search Engine,NA,,NA,NA,semantic search extension based on polish wordnet relations in business document exploration proceedings of the 1st international conference on internet of things and machine learning iml17
rayyan-322867860,Best Practice Guidelines and Essential Methodological Steps to Conduct Rigorous and Systematic Meta-Reviews,2019,11,,APPLIED PSYCHOLOGY-HEALTH AND WELL BEING,1758-0846,11,3,353-381,"Hennessy, Emily A. and Johnson, Blair T. and Keenan, Ciara",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Background A growing body of primary study and systematic review literature evaluates interventions and phenomena in applied and health psychology. Reviews of reviews (i.e., meta-reviews) systematically synthesise and utilise this vast and often overwhelming literature; yet, currently there are few practical guidelines for meta-review authors to follow. Objective The aim of this article is to provide an overview of the best practice guidelines for all research synthesis and to detail additional specific considerations and methodological details for the best practice of conducting a rigorous meta-review. Methods This article provides readers with six systematic and practical steps along with accompanying examples to address with rigor the unique challenges that arise when authors familiar with systematic review methods begin a meta-review: (a) detailing a clear scope, (b) identifying synthesis literature through strategic searches, (c) considering datedness of the literature, (d) addressing overlap among included reviews, (e) choosing and applying review quality tools, and (f) appropriate options for handling the synthesis and reporting of the vast amount of data collected in a meta-review. Conclusions We have curated best practice recommendations and practical tips for conducting a meta-review. We anticipate that assessments of meta-review quality will ultimately formalise best-method guidelines.",,10.1111/aphw.12169,best-practice guidelines; meta-review; methods; research synthesis,NA,,NA,NA,best practice guidelines and essential methodological steps to conduct rigorous and systematic metareviews
rayyan-322867861,"Berlin, 24.08.2018 Statement of the German Society for Gynecology and Obstetrics (DGGG) and the German Society for Perinatal Medicine (DGPM) on the IQWIG Preliminary Report S17/02-Screening of Streptococci of serological Group B as a Part of Preventive Examinations according to Maternity Guidelines",2019,6,,GEBURTSHILFE UND FRAUENHEILKUNDE,0016-5751,79,6,,"Seelbach-Goebel, Birgit and Beckmann, Matthias W.",,German,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, D-70469 STUTTGART, GERMANY",,,,,NA,,NA,NA,berlin 24082018 statement of the german society for gynecology and obstetrics dggg and the german society for perinatal medicine dgpm on the iqwig preliminary report s1702screening of streptococci of serological group b as a part of preventive examinations according to maternity guidelines
rayyan-322867862,Approximation to the first report on extension for the inter-american commission on human rights (Interamerican Comission on Human Rights - IACHR: Managing the risk of natural disasters in Colombia as a general overview for the exercise of human rights in processes of population resetting,2017,NA,,REVISTA CES DERECHO,2145-7719,8,2,208-230,"Vasquez Santamaria, Jorge Eduardo and Gomez Velez, Martha Isabel and Martinez Hincapie, Hernan Dario",,Spanish,UNIV CES,"CALLE 10 A, NO 22, MEDELLIN, 00000, COLOMBIA","As a result of a Thematic Hearing held before the IACHR on March 19, 2015, the Judicial Clinic of Public Interest of the Universidad Autonoma Latinoamericana (UNAULA) shares the structure of the first expansion report and information detail, describing the segments and Main components through which it seeks to accredit the support it required and recommended the IACHR once the Thematic Hearing was concluded to strengthen the claims made against the State of Colombia. Once the general description of the components of the report is made, some concrete results are presented on the basis of disaster risk management as a collective right constitutionally recognized in Colombia; The evolution of regulations on risk management as a legal platform for expanded information on the reality of human rights in vulnerable populations prone to resettlement processes; And consolidated departmental statistics over the last fifteen years.",,10.21615/cesder.8.2.1,risk management; collective law; normative reconstruction; natural disaster,NA,,NA,NA,approximation to the first report on extension for the interamerican commission on human rights interamerican comission on human rights iachr managing the risk of natural disasters in colombia as a general overview for the exercise of human rights in processes of population resetting
rayyan-322867863,COSMOS-E: Guidance on conducting systematic reviews and meta-analyses of observational studies of etiology,2019,2,,PLOS MEDICINE,1549-1277,16,2,,"Dekkers, Olaf M. and Vandenbroucke, Jan P. and Cevallos, Myriam and Renehan, Andrew G. and Altman, Douglas G. and Egger, Matthias",,English,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA","Background To our knowledge, no publication providing overarching guidance on the conduct of systematic reviews of observational studies of etiology exists. Methods and findings Conducting Systematic Reviews and Meta-Analyses of Observational Studies of Etiology (COSMOS-E) provides guidance on all steps in systematic reviews of observational studies of etiology, from shaping the research question, defining exposure and outcomes, to assessing the risk of bias and statistical analysis. The writing group included researchers experienced in meta-analyses and observational studies of etiology. Standard peer-review was performed. While the structure of systematic reviews of observational studies on etiology may be similar to that for systematic reviews of randomised controlled trials, there are specific tasks within each component that differ. Examples include assessment for confounding, selection bias, and information bias. In systematic reviews of observational studies of etiology, combining studies in meta-analysis may lead to more precise estimates, but such greater precision does not automatically remedy potential bias. Thorough exploration of sources of heterogeneity is key when assessing the validity of estimates and causality. Conclusion As many reviews of observational studies on etiology are being performed, this document may provide researchers with guidance on how to conduct and analyse such reviews.",,10.1371/journal.pmed.1002742,,NA,,NA,NA,cosmose guidance on conducting systematic reviews and metaanalyses of observational studies of etiology
rayyan-322867864,Guidance on conducting and reviewing systematic reviews (and meta-analyses) in work and organizational psychology,2019,1,,EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,1359-432X,28,1,01-Oct,"Daniels, Kevin",,English,"ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","Systematic reviews and meta-analyses are means of summarizing and synthesizing research evidence in a given topic area. They can be used to define the current state of knowledge and how confident we can be in that knowledge, to identify evidence gaps, and to provide recommendations for policy and practice based on the best available evidence. At European Journal of Work and Organizational Psychology, our editorial stance is explicitly to encourage the conduct of systematic reviews and meta-analyses. The purpose of this editorial is to provide some guidance to authors and journal referees on the (technical) features of good systematic reviews.",,10.1080/1359432X.2018.1547708,Systematic review methods; work and organizational psychology; evidence-based decision-making,NA,,NA,NA,guidance on conducting and reviewing systematic reviews and metaanalyses in work and organizational psychology
rayyan-322867865,An empirical assessment of assurance statements in sustainability reports: smoke screens or enlightening information?,2016,11,,JOURNAL OF CLEANER PRODUCTION,0959-6526,136,NA,30-41,"Guertuerk, Anil and Hahn, Ruediger",,English,ELSEVIER SCI LTD,"125 London Wall, London, ENGLAND","In recent years, the number of companies using external third parties to assure their sustainability reports has increased. Previous studies have underlined the heterogeneous content of voluntary assurance statements and have attributed this to the fact, that standards are vague and regulations are non-existent. Against this background, this study seeks to examine the quality of, as well as the similarities and differences between, assurance statements in sustainability reports. The paper specifically analyses content, applied standards, assurance engagements, and providers by applying content analysis to the assurance statements in non-financial reports. The results indicate differences in the content, executed processes, and concrete implementation of the standards. Non-accountants apply a wider diversity of methods, while assurance processes by accountants seem to be prone to, isomorphism due to professionalisation; network effects, and uncertainty. The results are discussed in the context of isomorphism by templates and deinstitutionalisation and suggest that current practices may diminish the credibility, transparency, and internal benefits for management which could be otherwise derived from assurance statements. (C) 2015 Elsevier Ltd. All rights reserved.",,10.1016/j.jclepro.2015.09.089,Sustainability assurance; Auditing; Accountants; Corporate reporting; Corporate social responsibi...,NA,,NA,NA,an empirical assessment of assurance statements in sustainability reports smoke screens or enlightening information
rayyan-322867866,Malignant perivascular epithelioid cell tumor in the female genital tract Preferred reporting items for systematic reviews and meta-analyses,2019,1,,MEDICINE,0025-7974,98,2,,"Liu, Chia-Hao and Chao, Wei-Ting and Lin, Shih-Chieh and Lau, Hei-Yu and Wu, Hua-Hsi and Wang, Peng-Hui",,English,LIPPINCOTT WILLIAMS \& WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Background: Perivascular epithelioid cell tumor (PEComa) is a rare mesenchymal tumor, located at various anatomic sites, including the female genital tract. This study aimed to evaluate the clinicopathological characteristics of patients with PEComa arising from the female genital tract. Methods: A retrospective study was conducted in Taipei Veterans General Hospital (Taipei VGH) between 2008 and 2018. All published English cases based on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement were also included in the current review. Results: A total of 114 women from PRISMA and 3 women from Taipei VGH were identified. The uterus was the most commonly involved site (82/114, 71.9\%), followed by the cervix (12/114, 10.5\%). Immunohistochemical staining showed that nearly all gynecological PEComas were positive for human melanoma black 45(113/114, 99.1\%). More than half of the gynecological PEComas were immunoreactive for desmin (50/85, 58.8\%). Multi-modality treatment, including surgery and mammalian target of rapamycin (mTOR) inhibitors as targeted therapy, provided long-term disease-free survival (cure rate ranging from 50\% to 100\%, based on the different anatomic sites of the female genital tract). Conclusion: Multi-modality treatment, including cytoreductive surgery and mTOR inhibitors with/without chemotherapy and/or radiation, should be considered for the management of women with PEComas in the genital tract.",,10.1097/MD.0000000000014072,female genital tract; immunohistochemistry; multi-modality; PEComa; targeted therapy,NA,,NA,NA,malignant perivascular epithelioid cell tumor in the female genital tract preferred reporting items for systematic reviews and metaanalyses
rayyan-322867868,"Frechet distance based approach for searching online handwritten documents - ICDAR 2007: NINTH INTERNATIONAL CONFERENCE ON DOCUMENT ANALYSIS AND RECOGNITION, VOLS I AND II, PROCEEDINGS",2007,NA,,,1520-5363,NA,NA,461-465,"Sriraghavendra, R. and Karthik, K. and Bhattacharyya, Chiranjib",,English,IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1264 USA","We propose a novel, language-neutral approach for searching online handwritten text using Frechet distance. Online handwritten data, which is available as a time series (x,y,t), is treated as representing a parameterized curve in two-dimensions and the problem of searching online handwritten text is posed as a problem of matching two curves in a two-dimensional Euclidean space. Frechet distance is a natural measure for matching curves. The main contribution of this paper is the formulation of a variant of Frechet distance that can be used for retrieving words even when only a prefix of the word is given as query. Extensive experiments on UNIPEN dataset(1) consisting of over 16,000 words written by 7 users show that our method outperforms the state-of-the-art DTW method. Experiments were also conducted on a Multilingual dataset, generated on a PDA, with encouraging results. Our approach can be used to implement useful, exciting features like auto-completion of handwriting in PDAs.","9th International Conference on Document Analysis and Recognition, Curitiba, BRAZIL, SEP 23-26, 2007",,,NA,,NA,NA,frechet distance based approach for searching online handwritten documents icdar 2007 ninth international conference on document analysis and recognition vols i and ii proceedings
rayyan-322867870,Conducting systematic reviews in medical education: a stepwise approach,2012,10,,MEDICAL EDUCATION,0308-0110,46,10,943-952,"Cook, David A. and West, Colin P.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Medical Education 2012: 46: 943952 Objectives As medical education research continues to proliferate, evidence syntheses will become increasingly important. The purpose of this article is to provide a concise and practical guide to the conduct and reporting of systematic reviews. Results (i) Define a focused question addressing the population, intervention, comparison (if any) and outcomes. (ii) Evaluate whether a systematic review is appropriate to answer the question. Systematic and non-systematic approaches are complementary; the former summarise research on focused topics and highlight strengths and weaknesses in existing bodies of evidence, whereas the latter integrate research from diverse fields and identify new insights. (iii) Assemble a team and write a study protocol. (iv) Search for eligible studies using multiple databases (MEDLINE alone is insufficient) and other resources (article reference lists, author files, content experts). Expert assistance is helpful. (v) Decide on the inclusion or exclusion of each identified study, ideally in duplicate, using explicitly defined criteria. (vi) Abstract key information (including on study design, participants, intervention and comparison features, and outcomes) for each included article, ideally in duplicate. (vii) Analyse and synthesise the results by narrative or quantitative pooling, investigating heterogeneity, and exploring the validity and assumptions of the review itself. In addition to the seven key steps, the authors provide, information on electronic tools to facilitate the review process, practical tips to facilitate the reporting process and an annotated bibliography.",,10.1111/j.1365-2923.2012.04328.x,,NA,,NA,NA,conducting systematic reviews in medical education a stepwise approach
rayyan-322867871,"Jeffrey C. Weinreb, Jelle O. Barentsz, Peter L. Choyke, et al. PI-RADS Prostate Imaging - Reporting and Data System: 2015, Version 2. Eur Urol 2016;69:16-40 Is Contrast-enhanced Magnetic Resonance Imaging Really Necessary When Searching for Prostate Cancer? Reply",2016,11,,EUROPEAN UROLOGY,0302-2838,70,5,E136,"Rud, Erik and Baco, Eduard",,English,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",,,10.1016/j.eururo.2016.04.017,,NA,,NA,NA,jeffrey c weinreb jelle o barentsz peter l choyke et al pirads prostate imaging reporting and data system 2015 version 2 eur urol 2016691640 is contrastenhanced magnetic resonance imaging really necessary when searching for prostate cancer reply
rayyan-322867874,Bayesian Exponential Inverse Document Frequency and Region-of-Interest Effect for Enhancing Instance Search Accuracy,2016,9,,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,1745-1361,NA,9,2320-2331,"Murata, Masaya and Nagano, Hidehisa and Hiramatsu, Kaoru and Kashino, Kunio and Satoh, Shin'ichi",,English,IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG,"KIKAI-SHINKO-KAIKAN BLDG, 3-5-8, SHIBA-KOEN, MINATO-KU, TOKYO, 105-0011, JAPAN","In this paper, we first analyze the discriminative power in the Best Match ( BM) 25 formula and provide its calculation method from the Bayesian point of view. The resulting, derived discriminative power is quite similar to the exponential inverse document frequency ( EIDF) that we have previously proposed {[} 1] but retains more preferable theoretical advantages. In our previous paper {[} 1], we proposed the EIDF in the framework of the probabilistic information retrieval ( IR) method BM25 to address the instance search task, which is a specific object search for videos using an image query. Although the effectiveness of our EIDF was experimentally demonstrated, we did not consider its theoretical justification and interpretation. We also did not describe the use of region-of-interest ( ROI) information, which is supposed to be input to the instance search system together with the original image query showing the instance. Therefore, here, we justify the EIDF by calculating the discriminative power in the BM25 from the Bayesian viewpoint. We also investigate the effect of the ROI information for improving the instance search accuracy and propose two search methods incorporating the ROI effect into the BM25 video ranking function. We validated the proposed methods through a series of experiments using the TREC Video Retrieval Evaluation instance search task dataset.",,10.1587/transinf.2016EDP7066,video retrieval; instance search; region-of-interest; TRECVID; probabilistic information retrieva...,NA,,NA,NA,bayesian exponential inverse document frequency and regionofinterest effect for enhancing instance search accuracy
rayyan-322867875,"PANEL: Effectiveness-Implementation Hybrid Designs: Clarifications, Refinements, and Additional Guidance Based on a Systematic Review and Reports from the Field - Hybrid type 2 designs",2016,8,,IMPLEMENTATION SCIENCE,1748-5908,11,2,,"Curran, Geoffrey",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",,,,,NA,,NA,NA,panel effectivenessimplementation hybrid designs clarifications refinements and additional guidance based on a systematic review and reports from the field hybrid type 2 designs
rayyan-322867876,"Comprehensive systematic review update summary: Disorders of consciousness Report of the Guideline Development, Dissemination, and Implementation Subcommittee of the American Academy of Neurology; the American Congress of Rehabilitation Medicine; and the National Institute on Disability, Independ...",2018,9,,NEUROLOGY,0028-3878,91,10,461-470,"Giacino, Joseph T. and Katz, Douglas I. and Schiff, Nicholas D. and Whyte, John and Ashman, Eric J. and Ashwal, Stephen and Barbano, Richard and Hammond, Flora M. and Laureys, Steven and Ling, Geoffrey S. F. and Nakase-Richardson, Risa and Seel, Ronald T. and Yablon, Stuart and Getchius, Thomas S. D. and Gronseth, Gary S. and Armstrong, Melissa J.",,English,LIPPINCOTT WILLIAMS \& WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA","Objective To update the 1995 American Academy of Neurology (AAN) practice parameter on persistent vegetative state and the 2002 case definition for the minimally conscious state (MCS) by reviewing the literature on the diagnosis, natural history, prognosis, and treatment of disorders of consciousness lasting at least 28 days. Methods Articles were classified per the AAN evidence-based classification system. Evidence synthesis occurred through a modified Grading of Recommendations Assessment, Development and Evaluation process. Recommendations were based on evidence, related evidence, care principles, and inferences according to the AAN 2011 process manual, as amended. Results No diagnostic assessment procedure had moderate or strong evidence for use. It is possible that a positive EMG response to command, EEG reactivity to sensory stimuli, laser-evoked potentials, and the Perturbational Complexity Index can distinguish MCS from vegetative state/unresponsive wakefulness syndrome (VS/UWS). The natural history of recovery from prolonged VS/UWS is better in traumatic than nontraumatic cases. MCS is generally associated with a better prognosis than VS (conclusions of low to moderate confidence in adult populations), and traumatic injury is generally associated with a better prognosis than nontraumatic injury (conclusions of low to moderate confidence in adult and pediatric populations). Findings concerning other prognostic features are stratified by etiology of injury (traumatic vs nontraumatic) and diagnosis (VS/UWS vs MCS) with low to moderate degrees of confidence. Therapeutic evidence is sparse. Amantadine probably hastens functional recovery in patients with MCS or VS/UWS secondary to severe traumatic brain injury over 4 weeks of treatment. Recommendations are presented separately.",,10.1212/WNL.0000000000005928,,NA,,NA,NA,comprehensive systematic review update summary disorders of consciousness report of the guideline development dissemination and implementation subcommittee of the american academy of neurology the american congress of rehabilitation medicine and the national institute on disability independ
rayyan-322867878,"Context Driven Approach for Extracting Relevant Documents from WWW - 2015 INTERNATIONAL CONFERENCE ON COMPUTING, COMMUNICATION \& AUTOMATION (ICCCA)",2015,NA,,,,NA,NA,837-842,"Sarika and Chaudhary, Meena",,English,IEEE,"345 E 47TH ST, NEW YORK, NY 10017 USA","The information world WWW has more than 3 billion HTML pages and these web pages gain access through search engines only.. Search engine is a program that searches the document for specified set of keywords and returns a list of documents where any or all of the specified keywords were found. As more information becomes available on the web, it is more difficult to provide effective search services for internet users. It is assumed that the user do not always formulate search queries using the best terms. This leads to increase in irrelevant search results. Moreover synonyms for the query terms are not searched for. Another problem is improper indexing of web documents. This leads to problem in information retrieval as the query terms does not correspond to words by which documents are indexed. Thus indexing of web documents affects its relevancy as well as web latency. A promising approach to overcoming these problems is Latent Semantic Indexing. This indexing scheme uses Singular Value Decomposition (SVD) to find the underlying latent semantic structure and relevant pages as a result.","International Conference on Computing, Communication \& Automation (ICCCA), Noida, INDIA, MAY 15-16, 2015",,Word wide web; Latent Semantic Indexing; relevant pages; Singular Value Decomposition,NA,,NA,NA,context driven approach for extracting relevant documents from www 2015 international conference on computing communication automation iccca
rayyan-322867879,A Systematic Scoping Literature Review of Publications Supporting Treatment Guidelines for Pediatric Atopic Dermatitis in Contrast to Clinical Practice Patterns,2018,9,,DERMATOLOGY AND THERAPY,2193-8210,8,3,349-377,"Siegfried, Elaine C. and Jaworski, Jennifer C. and Mina-Osorio, Paola",,English,ADIS INT LTD,"5 THE WAREHOUSE WAY, NORTHCOTE 0627, AUCKLAND, NEW ZEALAND","Introduction: Treatment guidelines endorse a variety of strategies for atopic dermatitis (AD) which may vary from published data and clinical practice patterns. The objective of this review was to quantify the volume of available medical literature supporting pediatric AD treatments and compare these patterns to those recommended by published guidelines and/or clinical practice patterns. Methods: Searches of Embase (2005-2016) and abstracts from selected meetings (2014-2016) related to AD treatment in patients younger than 17 years of age yielded references that were assessed by study design, primary treatment, age groups, and AD severity. Results: Published literature partially supports clinical guidelines, with emollients and topical medications being the most investigated. There were disproportionately more publications for topical calcineurin inhibitors (TCI) compared with topical corticosteroids (TCS); however, the search interval may have biased the results toward treatments approved near the beginning of the time frame. In contrast, publications documenting clinical practice patterns reflect greater use of emollients and TCS (over TCI), as well as systemic corticosteroids. Data is relatively limited for long-term and combination treatment, treatment of severe AD, and patients younger than 2 years of age, and completely lacking for systemic corticosteroids. Conclusion: This scoping review demonstrates that available medical literature largely supports published guidelines for topical therapy; however, clinical practice patterns are less aligned. There is a lack of data for older, more frequently used generic treatments, including oral antihistamines, oral antibiotics, and systemic corticosteroids. Overall, literature is lacking for long-term treatment, treatment for patients younger than 2 years of age, and for systemic treatment for severe disease.",,10.1007/s13555-018-0243-4,Adolescents; Atopic dermatitis; Atopic eczema; Biologic agents; Children; Infants; Systemic treat...,NA,,NA,NA,a systematic scoping literature review of publications supporting treatment guidelines for pediatric atopic dermatitis in contrast to clinical practice patterns
rayyan-322867880,Engineering approach to finite curved conductor-dielectric periodic screen - 2011 ASIA-PACIFIC POWER AND ENERGY ENGINEERING CONFERENCE (APPEEC),2011,NA,,,2157-4839,NA,NA,,"Li, Lin and Chen, Xiangdong and Zhou, Yuan and Dong, Tian-Lin",,English,IEEE,"345 E 47TH ST, NEW YORK, NY 10017 USA",A simplified approach to analysis of finite and curved conductor-dielectric periodic (CDP) screen is proposed. The contribution of the element in the real structure is estimated by that of the elaborately constructed virtual infinite planar CDP structure. The analytic results based on Floquet theorem are useable for the proposed approach thus high efficiency and accuracy are obtained. The calculated and measured data are in good agreements of a model.,"Asia-Pacific Power and Energy Engineering Conference (APPEEC), Wuhan, PEOPLES R CHINA, MAR 25-28, 2011",,Electromagnetic analysis; Conductor-dielectric periodic; Finite curved periodic screen; Grading s...,NA,,NA,NA,engineering approach to finite curved conductordielectric periodic screen 2011 asiapacific power and energy engineering conference appeec
rayyan-322867881,"A modular approach to document indexing and semantic search - IASTED International Conference on Web Technologies, Applications, and Services",2005,NA,,,,NA,NA,165-170,"Ravishankar, D and Thirunarayan, K and Immaneni, T",,English,ACTA PRESS,"B6, STE 101, 2509 DIEPPE AVE SW, CALGARY, ALBERTA T3E 7J9, CANADA","This paper develops a modular approach to improving effectiveness of searching documents for information by reusing and integrating mature software components such as Lucene APIs, WORDNET, LSA techniques, and domain-specific controlled vocabulary. To evaluate the practical benefits, the prototype was used to query MEDLINE database, and to locate domain-specific controlled vocabulary terms in Materials and Process Specifications. Its extensibility has been demonstrated by incorporating a spell-checker for the input query, and by structuring the retrieved output into hierarchical collections for quicker assimilation. It is also being used to experimentally explore the relationship between LSA and document clustering using 20-mini-newsgroups and Reuters data. In future, this prototype will be used as experimental testbed for expressive, context-aware and scalable searches.","International Conference on Web Technologies, Applications, and Services, Calgary, CANADA, JUL 04-06, 2005",,search and querying; tools; latent semantic indexing; domain-specific search; modular search engi...,NA,,NA,NA,a modular approach to document indexing and semantic search iasted international conference on web technologies applications and services
rayyan-322867882,A Systematic Mapping Study on API Documentation Generation Approaches - 44TH EUROMICRO CONFERENCE ON SOFTWARE ENGINEERING AND ADVANCED APPLICATIONS (SEAA 2018),2018,NA,,,1089-6503,NA,NA,462-469,"Nybom, Kristian and Ashraf, Adnan and Porres, Ivan",,English,IEEE,"345 E 47TH ST, NEW YORK, NY 10017 USA","Background: Application Programming Interfaces (APIs) are key to software reuse. Software developers can link functionality and behavior found in other software with their own software by taking an API into use. However, figuring out how an API works is usually demanding, and may require that the developers spend a notable amount of time familiarizing themselves with the API. Good API documentation is of key importance for simplifying this task. Objective: To present a comprehensive, unbiased overview of the state-of-the-art on tools and approaches for API documentation generation. Method: A systematic mapping study on published tools and approaches that can be used for generating API documentation, or for assisting in the API documentation process. Results: 36 studies on API documentation generation tools and approaches analyzed and categorized in a variety of ways. Among other things, the paper presents an overview of what kind of tools have been developed, what kind of documentation they generate, and what sources the documentation approaches require. Conclusion: Out of the identified approaches, many contribute to API documentation in the areas of natural language documentation and code examples. Many of the approaches contribute to the accuracy and correctness of API documentation , but also to ease developers understanding of the documentation. Most of the approaches are automatic, simplifying the API documentation generation notably, under the assumption that relevant sources for the generation are available. Most of the API documentation approaches are evaluated either by execution of the approach followed by analysis of the results, or by empirical evaluation methods.","44th Euromicro Conference on Software Engineering and Advanced Applications (SEAA), Prague, CZECH REPUBLIC, AUG 29-31, 2018",10.1109/SEAA.2018.00081,,NA,,NA,NA,a systematic mapping study on api documentation generation approaches 44th euromicro conference on software engineering and advanced applications seaa 2018
rayyan-322867883,Multi-Document Extractive Text Summarization via Deep Learning Approach - 2019 IEEE 5TH CONFERENCE ON KNOWLEDGE BASED ENGINEERING AND INNOVATION (KBEI 2019),2019,NA,,,,NA,NA,680-685,"Rezaei, Afsaneh and Dami, Sina and Daneshjoo, Parisa",,English,IEEE,"345 E 47TH ST, NEW YORK, NY 10017 USA","Today, given the huge amount of information, summarization has become one of the most applicable topics in data mining that can help users gain access to useful data over a short period of time. In this study, two multi-document extractive text Summarization systems are introduced. The major objective of this research is to use autoencoder neural network and deep belief network separately for scoring sentences in a document to compare their performances. Deep neural networks can improve the results by generating new features. The abovementioned systems were tested on DUC 2007 dataset and evaluated using ROUGE-1 and ROUGE-2 criteria. The results show a better performance of autoencoder network versus deep belief network. It is also possible to compare these values with results of other systems to realize the effectiveness of the proposed methods.","IEEE 5th Conference on Knowledge Based Engineering and Innovation (KBEI), Iran Univ Sci \& Technol, Tehran, IRAN, FEB 28-MAR 01, 2019",10.1109/kbei.2019.8735084,Multi-Document summarization; Deep learning; Extractive summarization; Autoencoder; DBN,NA,,NA,NA,multidocument extractive text summarization via deep learning approach 2019 ieee 5th conference on knowledge based engineering and innovation kbei 2019
